idinterrupcion,eps,sede,tipointerrupcion,tiposervicio,motivointerrupcion,fechainicio,horainicio,fechafin,horafin,departamento,provincia,distrito,numconexdom,unidadesuso,numcamionespuntos,inicio_dt,fin_dt,duracion_horas,mes
72d83a9a526c5a74c0e97eb079de61a9,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20240416,06:05:00,20240416,14:00:00,LIMA,LIMA,ATE,4780,6913,NA,2024-04-16,2024-04-17,24,2024-04-01
1954cd7c17498506e72182308d323656,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240416,05:45:00,20240416,15:45:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,3797,5129,NA,2024-04-16,2024-04-17,24,2024-04-01
05c1f6cf4f292a73ae0b5fa54e9ce786,EPS GRAU,SULLANA,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20240411,17:00:00,20240411,21:50:00,PIURA,SULLANA,MIGUEL CHECA,7722,7722,NA,2024-04-12,2024-04-12,0,2024-04-01
05c1f6cf4f292a73ae0b5fa54e9ce786,EPS GRAU,SULLANA,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20240411,17:00:00,20240411,21:50:00,PIURA,SULLANA,SULLANA,3755,3755,NA,2024-04-12,2024-04-12,0,2024-04-01
f50056918d0d2c9c83f8434ce9292d8d,SEDAPAL,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20240426,10:00:00,20240426,23:00:00,LIMA,LIMA,LIMA,1179,1215,NA,2024-04-26,2024-04-27,24,2024-04-01
4edcd00552b50bdede4af08fcffa4492,AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,21:00:00,20240417,22:00:00,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,1510,1510,1,2024-04-16,2024-04-18,48,2024-04-01
a46b947c452160fed8f3fcaf489511c9,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,19:00:00,20240415,23:55:00,LIMA,LIMA,SANTIAGO DE SURCO,2330,3807,NA,2024-04-16,2024-04-16,0,2024-04-01
2201e84a837d373af087da15f3201c83,AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,OTROS,20240415,20:00:00,20240417,22:00:00,TUMBES,TUMBES,TUMBES,906,906,1,2024-04-16,2024-04-18,48,2024-04-01
35b0d6d55f9b8c69964a3a9b7ca9bb89,SEDAPAL,VES,PROGRAMADA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,20240423,08:00:00,20240423,15:00:00,LIMA,LIMA,VILLA EL SALVADOR,343,485,NA,2024-04-23,2024-04-24,24,2024-04-01
eaa072b958e63c0ca312f029c52d81d1,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240415,15:30:00,20240415,18:55:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1301,1301,NA,2024-04-16,2024-04-16,0,2024-04-01
94484d6767ac3e52764e864b14868fec,SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,OTROS,20240415,13:00:00,20240415,17:45:00,LA LIBERTAD,TRUJILLO,TRUJILLO,6904,7827,NA,2024-04-16,2024-04-16,0,2024-04-01
986d6b20c23492acf176463bfd7f4941,SEDAPAL,CALLAO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240423,12:00:00,20240423,19:00:00,CALLAO,CALLAO,VENTANILLA,1359,1501,NA,2024-04-23,2024-04-24,24,2024-04-01
424a081d217305c4ed9a94c7aeb8de39,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,16:00:00,20240415,17:20:00,CUSCO,CUSCO,SANTIAGO,100,100,NA,2024-04-16,2024-04-16,0,2024-04-01
898c33d8c0ccf0f751bd3a22ea533e6a,SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,OTROS,20240415,11:30:00,20240415,14:05:00,AYACUCHO,HUAMANGA,AYACUCHO,500,0,NA,2024-04-15,2024-04-16,24,2024-04-01
59b7b892b876f47e099105bfa161771e,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240501,03:50:00,20240502,04:00:00,LA LIBERTAD,TRUJILLO,HUANCHACO,7280,8721,1,2024-05-01,2024-05-02,24,2024-05-01
375f87d70389de577f6e9099f16e1b1d,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,OTROS,20240415,15:55:00,20240415,20:00:00,LIMA,LIMA,COMAS,2585,3838,NA,2024-04-16,2024-04-16,0,2024-04-01
18514e9e1a4b4859393c229d924357a5,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240501,03:50:00,20240502,15:10:00,LA LIBERTAD,TRUJILLO,LA ESPERANZA,931,1109,1,2024-05-01,2024-05-03,48,2024-05-01
7230d5216a6306b28f92106f31bcd5a6,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,15:25:00,20240415,23:00:00,LIMA,LIMA,VILLA EL SALVADOR,2500,3177,NA,2024-04-16,2024-04-16,0,2024-04-01
42567113214b8ae6b61dff6e14b7fab3,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240430,08:00:00,20240430,21:10:00,LA LIBERTAD,TRUJILLO,TRUJILLO,33625,39211,NA,2024-04-30,2024-05-01,24,2024-04-01
80f28daf75174c97d2a205a5d2f9a6fc,EPS BARRANCA,BARRANCA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,16:00:00,20240416,05:30:00,LIMA,BARRANCA,BARRANCA,4800,4850,NA,2024-04-16,2024-04-16,0,2024-04-01
3af5e0371076dc84a85ca57b3ac49793,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240430,08:00:00,20240430,20:10:00,LA LIBERTAD,TRUJILLO,TRUJILLO,3038,3441,NA,2024-04-30,2024-05-01,24,2024-04-01
44ea09a16d85120feea880a17a0c7d63,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,15:40:00,20240415,17:30:00,CUSCO,CUSCO,SANTIAGO,80,80,NA,2024-04-16,2024-04-16,0,2024-04-01
180bd54be8edfaacadd9da915621b17d,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240428,10:30:00,20240429,01:10:00,LA LIBERTAD,TRUJILLO,TRUJILLO,6007,6860,NA,2024-04-28,2024-04-29,24,2024-04-01
1a118ecbbbe29f846ae06c5a30b8a9f4,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,11:00:00,20240415,23:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,5674,8636,NA,2024-04-15,2024-04-16,24,2024-04-01
4243a373699580ae70c4012437463ae2,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240428,08:00:00,20240429,04:10:00,LA LIBERTAD,TRUJILLO,TRUJILLO,3085,3863,1,2024-04-28,2024-04-29,24,2024-04-01
591b9aa1f89d81e6a98e679b76cc04bd,EMUSAP ABANCAY,EMUSAP ABANCAY,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,15:00:00,20240415,17:05:00,APURIMAC,ABANCAY,ABANCAY,300,300,NA,2024-04-16,2024-04-16,0,2024-04-01
22b87259918a6afd0bdafd233ee834ec,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,15:00:00,20240415,23:55:00,LIMA,LIMA,PUNTA NEGRA,527,641,NA,2024-04-16,2024-04-16,0,2024-04-01
c270ccd1615dafd1ae44441e66dd83c3,SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,13:00:00,20240415,17:15:00,LA LIBERTAD,TRUJILLO,TRUJILLO,20207,23742,NA,2024-04-16,2024-04-16,0,2024-04-01
5b6e01833e9fdb722839db1970a00995,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,15:00:00,20240415,21:30:00,AREQUIPA,AREQUIPA,CERRO COLORADO,1404,1404,NA,2024-04-16,2024-04-16,0,2024-04-01
dd857c2b5040f3a2d391af0c22045926,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,20240415,14:20:00,20240415,20:20:00,LIMA,LIMA,SANTIAGO DE SURCO,3855,5948,NA,2024-04-16,2024-04-16,0,2024-04-01
6a52ed475015d69d9f8534ba5861bbfc,SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,14:00:00,20240415,16:00:00,CUSCO,CUSCO,SAN SEBASTIAN,100,100,NA,2024-04-16,2024-04-16,0,2024-04-01
5cbdf0be8a52c39b57d86d2cb9407d8a,SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,20240415,10:00:00,20240415,17:00:00,HUANUCO,HUANUCO,HUANUCO,8000,8000,1,2024-04-15,2024-04-16,24,2024-04-01
9c08efc85c4765e880f122a10385127a,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240415,11:00:00,20240415,20:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,3438,4038,NA,2024-04-15,2024-04-16,24,2024-04-01
cc25862733d37004c89ea8a860764814,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,12:30:00,20240415,20:00:00,LIMA,LIMA,RIMAC,18161,26514,NA,2024-04-16,2024-04-16,0,2024-04-01
839c8537a620176b939f4dcfb6fbc9eb,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240415,12:20:00,20240415,19:30:00,LIMA,LIMA,SANTIAGO DE SURCO,6650,10361,NA,2024-04-16,2024-04-16,0,2024-04-01
7fddb598af8de7ae07aae82bb20cfbd0,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,12:10:00,20240415,15:40:00,AREQUIPA,AREQUIPA,CAYMA,1080,1080,NA,2024-04-16,2024-04-16,0,2024-04-01
d592dc2ae8e0d599ca9410c153a6421e,SEDAPAL,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20240507,10:00:00,20240507,23:00:00,LIMA,LIMA,LIMA,2243,2303,NA,2024-05-07,2024-05-08,24,2024-05-01
903ae8464a0b30f377ed9a9aaf04c7b6,SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,20240415,10:00:00,20240415,16:00:00,HUANUCO,HUANUCO,HUANUCO,5000,600,NA,2024-04-15,2024-04-16,24,2024-04-01
903ae8464a0b30f377ed9a9aaf04c7b6,SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,20240415,10:00:00,20240415,16:00:00,HUANUCO,HUANUCO,HUANUCO,2000,300,NA,2024-04-15,2024-04-16,24,2024-04-01
903ae8464a0b30f377ed9a9aaf04c7b6,SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,20240415,10:00:00,20240415,16:00:00,HUANUCO,HUANUCO,HUANUCO,5000,600,NA,2024-04-15,2024-04-16,24,2024-04-01
c0c5cda4dd00a0a5a415bb98bddfe14e,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240415,11:05:00,20240415,14:05:00,CUSCO,CUSCO,SAN SEBASTIAN,100,100,NA,2024-04-15,2024-04-16,24,2024-04-01
1e0145d35e0582eeb791abba59f09171,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240415,10:00:00,20240415,13:00:00,CUSCO,CUSCO,WANCHAQ,100,100,NA,2024-04-15,2024-04-16,24,2024-04-01
bd1090e4f5a435b7b3b7d84594861710,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240415,10:00:00,20240415,20:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,195,250,NA,2024-04-15,2024-04-16,24,2024-04-01
f742e2e5c2281fd9dbfb56b901189ff2,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240422,12:00:00,20240422,20:00:00,LIMA,LIMA,CARABAYLLO,255,274,NA,2024-04-22,2024-04-23,24,2024-04-01
a190ed84de58fee89e993128e1f85ee3,SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,OTROS,20240415,05:00:00,20240416,05:10:00,LA LIBERTAD,TRUJILLO,HUANCHACO,245,289,1,2024-04-15,2024-04-16,24,2024-04-01
c46c2dba03d15a0339aca3e2860a48bd,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240415,10:10:00,20240415,13:15:00,CUSCO,CUSCO,CUSCO,100,100,NA,2024-04-15,2024-04-16,24,2024-04-01
8517715f2b59dfd83cfd567f638658c9,SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240425,13:00:00,20240425,15:00:00,CUSCO,CUSCO,CUSCO,50,50,NA,2024-04-26,2024-04-26,0,2024-04-01
172f2b9d2a9d861e534ace9dcf962cbd,SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240424,15:00:00,20240424,16:00:00,CUSCO,CUSCO,CUSCO,100,100,NA,2024-04-25,2024-04-25,0,2024-04-01
8a51dea3db1be83ec0faeaade45a33f7,SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240423,12:00:00,20240423,13:00:00,CUSCO,CUSCO,SAN SEBASTIAN,100,100,NA,2024-04-23,2024-04-24,24,2024-04-01
1ea034c8f00bdd58125482207d8d3979,EPSEL,EPSEL,IMPREVISTA,AGUA POTABLE,OTROS,20240415,06:00:00,20240415,12:00:00,LAMBAYEQUE,CHICLAYO,MONSEFU,5000,5000,NA,2024-04-15,2024-04-15,0,2024-04-01
f0a4ecbcc42c80a58ad817f4772ede96,SEDA HUANUCO,HUANUCO,PROGRAMADA,AGUA POTABLE,OTROS,20240423,12:00:00,20240423,17:00:00,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,1916,2181,NA,2024-04-23,2024-04-24,24,2024-04-01
fc6fa2b90fada149b2072287c5f7f621,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,OTROS,20240415,08:00:00,20240415,12:00:00,CUSCO,CUSCO,SAN SEBASTIAN,100,100,NA,2024-04-15,2024-04-15,0,2024-04-01
cb519f10e7befc5ef82808756cf48e2b,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,06:20:00,20240415,11:50:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,17556,23753,NA,2024-04-15,2024-04-15,0,2024-04-01
32c3ca460139be0e092579939455bdc4,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,06:35:00,20240415,14:30:00,LIMA,LIMA,ATE,4406,6319,NA,2024-04-15,2024-04-16,24,2024-04-01
7dd3513f428e7ed86a5eac7c43a015bb,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240415,06:55:00,20240415,16:40:00,LIMA,LIMA,VILLA EL SALVADOR,7185,10291,NA,2024-04-15,2024-04-16,24,2024-04-01
46c33543111646cd05cdf00985ed9964,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,06:15:00,20240415,16:00:00,LIMA,LIMA,LIMA,63268,88585,NA,2024-04-15,2024-04-16,24,2024-04-01
595868650bc2ce2ee6954584d1dfefa5,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240415,01:55:00,20240415,11:55:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,4819,6849,NA,2024-04-15,2024-04-15,0,2024-04-01
add188a04df0682fdf39150b9be80c0d,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240415,05:55:00,20240415,15:55:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,8648,12249,NA,2024-04-15,2024-04-16,24,2024-04-01
8269153580eef1c5c35ae7d2828a030f,SEDAPAL,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240427,13:00:00,20240427,21:00:00,LIMA,LIMA,EL AGUSTINO,577,775,NA,2024-04-28,2024-04-28,0,2024-04-01
fb27e95bf00451beb06d34e8137b3a1b,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240414,23:00:00,20240415,06:00:00,LIMA,LIMA,VILLA EL SALVADOR,73781,105701,NA,2024-04-15,2024-04-15,0,2024-04-01
fbc442a8ed0b7214093f2d7426b0e7e1,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240414,17:00:00,20240414,19:00:00,CUSCO,CUSCO,SANTIAGO,30,30,NA,2024-04-15,2024-04-15,0,2024-04-01
c41572c439c0dc4ca426625e3c8453c3,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,BAJA PRODUCCIÓN EN PLANTA,20240414,14:20:00,20240414,19:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,655,784,NA,2024-04-15,2024-04-15,0,2024-04-01
27dfa706039d4c078b6d846f891e12dd,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240414,13:35:00,20240414,18:45:00,LIMA,LIMA,VILLA EL SALVADOR,1539,1943,NA,2024-04-15,2024-04-15,0,2024-04-01
977bd9f87573fe0790549ef1f83a15ea,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240414,12:15:00,20240414,19:00:00,LIMA,LIMA,COMAS,25628,39594,NA,2024-04-15,2024-04-15,0,2024-04-01
5f5399c71b22c0861464372ddaa14eb1,AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240414,11:00:00,20240415,13:00:00,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,1510,1510,1,2024-04-14,2024-04-16,48,2024-04-01
69bcc8d90a7eb6cd41d1851d547ef758,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240414,09:00:00,20240414,12:00:00,CUSCO,CUSCO,CUSCO,100,100,NA,2024-04-14,2024-04-14,0,2024-04-01
05d043fd837ca31ef89e1f56fea20d71,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,BAJA PRODUCCIÓN EN PLANTA,20240414,10:20:00,20240414,15:30:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,12744,18132,NA,2024-04-14,2024-04-15,24,2024-04-01
d422dd2d2eff462d4cb0112d8dc3c5a1,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240414,09:50:00,20240414,12:30:00,AREQUIPA,AREQUIPA,CERRO COLORADO,673,673,NA,2024-04-14,2024-04-15,24,2024-04-01
7b36a05313c9b15fb6d3648fa64af18b,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20240414,09:30:00,20240414,14:00:00,LIMA,LIMA,INDEPENDENCIA,6560,9104,NA,2024-04-14,2024-04-15,24,2024-04-01
e263beefd0db48428dd5e3656165f667,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240414,09:00:00,20240414,17:00:00,LIMA,LIMA,LA MOLINA,816,979,NA,2024-04-14,2024-04-15,24,2024-04-01
a5eb98581883dbd16370f14843c46445,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240414,07:00:00,20240414,15:00:00,LIMA,LIMA,ATE,4706,6796,NA,2024-04-14,2024-04-15,24,2024-04-01
6bf5f6f39beaaf897c87f5ba413d3018,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240414,07:00:00,20240414,15:00:00,LIMA,LIMA,LA MOLINA,3186,4463,NA,2024-04-14,2024-04-15,24,2024-04-01
9555b5802bebbfac9c27a22c52a1f715,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240414,07:40:00,20240414,11:55:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,853,853,NA,2024-04-14,2024-04-14,0,2024-04-01
7bbc3bc94c3f01aec767cb17a253bb4b,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240414,07:50:00,20240414,17:50:00,LIMA,LIMA,VILLA EL SALVADOR,73781,105701,NA,2024-04-14,2024-04-15,24,2024-04-01
df15fad0445bac91d89956c7aa7e914d,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20240414,07:45:00,20240414,15:00:00,LIMA,LIMA,PUENTE PIEDRA,2905,3742,NA,2024-04-14,2024-04-15,24,2024-04-01
2ff15dd81315c51638190bd932a1bb8e,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240414,07:05:00,20240414,16:30:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,2648,3767,NA,2024-04-14,2024-04-15,24,2024-04-01
9c9daf929116ff0ce7be278ec6157c3f,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20240413,21:05:00,20240414,02:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,923,1261,NA,2024-04-14,2024-04-14,0,2024-04-01
3da63d2cbc415e31ed2aa7f27d27d98d,SEDAPAL,CALLAO,IMPREVISTA,AGUA POTABLE,OTROS,20240413,17:45:00,20240413,22:00:00,CALLAO,CALLAO,CALLAO,1936,2991,NA,2024-04-14,2024-04-14,0,2024-04-01
52e13b7ba6ecb96f61bf81f75d8987bf,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240413,16:00:00,20240413,17:30:00,CUSCO,CUSCO,SAN JERONIMO,30,30,NA,2024-04-14,2024-04-14,0,2024-04-01
ef3e7295d6e8dde5eace630e96876bcb,EPS GRAU,PIURA,IMPREVISTA,AGUA POTABLE,OTROS,20240413,08:00:00,20240419,17:00:00,PIURA,PIURA,CASTILLA,1325,0,2,2024-04-13,2024-04-20,168,2024-04-01
22a5ab1878e6097cf83de50e6b497c79,SEDAPAL,SJL,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20240423,09:00:00,20240423,19:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,523,550,NA,2024-04-23,2024-04-24,24,2024-04-01
647f51aa43824ca5362844e2cadfd3dd,SEDAPAL,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240425,12:00:00,20240425,23:00:00,LIMA,LIMA,ATE,5532,13652,0,2024-04-25,2024-04-26,24,2024-04-01
647f51aa43824ca5362844e2cadfd3dd,SEDAPAL,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240425,12:00:00,20240425,23:00:00,LIMA,LIMA,SANTA ANITA,15769,36806,0,2024-04-25,2024-04-26,24,2024-04-01
647f51aa43824ca5362844e2cadfd3dd,SEDAPAL,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240425,12:00:00,20240425,23:00:00,LIMA,LIMA,SANTA ANITA,15769,36806,1,2024-04-25,2024-04-26,24,2024-04-01
647f51aa43824ca5362844e2cadfd3dd,SEDAPAL,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240425,12:00:00,20240425,23:00:00,LIMA,LIMA,LA MOLINA,31241,53805,0,2024-04-25,2024-04-26,24,2024-04-01
647f51aa43824ca5362844e2cadfd3dd,SEDAPAL,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240425,12:00:00,20240425,23:00:00,LIMA,LIMA,LA MOLINA,31241,53805,1,2024-04-25,2024-04-26,24,2024-04-01
647f51aa43824ca5362844e2cadfd3dd,SEDAPAL,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240425,12:00:00,20240425,23:00:00,LIMA,LIMA,ATE,5532,13652,1,2024-04-25,2024-04-26,24,2024-04-01
c11267c4435c22ff7e0ea333874f2958,SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20240413,14:50:00,20240413,18:00:00,CUSCO,CUSCO,SAN SEBASTIAN,100,100,NA,2024-04-14,2024-04-14,0,2024-04-01
37efa1a230dfa7d61423bb5d612a4880,SEDAPAL,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240423,10:00:00,20240423,16:00:00,LIMA,LIMA,COMAS,69465,134002,NA,2024-04-23,2024-04-24,24,2024-04-01
37efa1a230dfa7d61423bb5d612a4880,SEDAPAL,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20240423,10:00:00,20240423,16:00:00,LIMA,LIMA,CARABAYLLO,13107,22468,NA,2024-04-23,2024-04-24,24,2024-04-01
