idinterrupcion,eps,sede,tipointerrupcion,tiposervicio,motivointerrupcion,fechainicio,horainicio,fechafin,horafin,departamento,provincia,distrito,numconexdom,unidadesuso,numcamionespuntos,inicio_dt,fin_dt,duracion_horas,mes
3ae22288f571d781fb3da9ba7aed5e0c,SEDAPAR,CENTRO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220927,09:00:00,20220927,17:00:00,AREQUIPA,AREQUIPA,LA JOYA,2238,2238,NA,2022-09-27,2022-09-28,24,2022-09-01
781379f874f43eac1e62d0d6f7b8ab3a,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221007,08:00:00,20221008,08:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,3964,4930,1,2022-10-07,2022-10-08,24,2022-10-01
82e814f99f5d86d29129a187c78054cd,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220927,10:30:00,20220927,16:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,700,700,NA,2022-09-27,2022-09-28,24,2022-09-01
f8e1255ac484f85a14a2c3e6b1e6acd0,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220927,12:10:00,20220927,18:00:00,LIMA,LIMA,SURQUILLO,855,1391,NA,2022-09-28,2022-09-28,0,2022-09-01
3a7b6572c9684f6cf94f9eb2a030b14a,EPS SELVA CENTRAL,SELVA CENTRAL,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA TRATADA,20220927,10:30:00,20220927,16:30:00,PASCO,OXAPAMPA,VILLA RICA,600,101,NA,2022-09-27,2022-09-28,24,2022-09-01
77f258bc7c00d4cc4c3dc606d3fe0653,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221005,08:00:00,20221006,06:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,3616,4212,1,2022-10-05,2022-10-06,24,2022-10-01
901a5c84eeb05d36aa6b71c563bafba8,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221005,08:00:00,20221006,06:00:00,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,6826,7814,1,2022-10-05,2022-10-06,24,2022-10-01
7676d4548509393d22bb54092f62d4f9,EPS MARAÑON,EPS MARAÑON,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,20220928,08:00:00,20220928,16:00:00,CAJAMARCA,JAEN,JAEN,13936,13936,1,2022-09-28,2022-09-29,24,2022-09-01
4ce6cbf5c5b7446fe9c3d6b71f9ea2c1,SEDAPAL,VES,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221004,09:00:00,20221004,22:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,4177,4911,NA,2022-10-04,2022-10-05,24,2022-10-01
776e52e039874633728197c5a49558f4,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220927,06:55:00,20220927,17:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,960,1436,NA,2022-09-27,2022-09-28,24,2022-09-01
dc71d9cddad80518723173cb8e644e6f,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220927,06:30:00,20220927,14:00:00,LIMA,LIMA,LA MOLINA,258,309,NA,2022-09-27,2022-09-28,24,2022-09-01
e8aad86537c9c6d8a2657608b22593d2,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE LÍNEA DE IMPULSIÓN,20220927,00:10:00,20220927,06:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,3419,4316,NA,2022-09-27,2022-09-27,0,2022-09-01
3158e8c03767a50a34fefc0863486786,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,11:00:00,20221003,18:00:00,LIMA,LIMA,INDEPENDENCIA,1200,2800,NA,2022-10-03,2022-10-04,24,2022-10-01
55bbc8e338c0a646148a4ab5e389f0ad,SEDAPAL,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,11:00:00,20221003,18:00:00,LIMA,LIMA,INDEPENDENCIA,540,866,NA,2022-10-03,2022-10-04,24,2022-10-01
48d3f131764590380d52ba2d5e3f3fbc,SEDAPAL,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221006,13:00:00,20221006,21:00:00,LIMA,LIMA,LA MOLINA,641,87,NA,2022-10-07,2022-10-07,0,2022-10-01
c2874cf4932642cf4384699fff772634,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220927,00:00:00,20220927,08:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1500,1740,NA,2022-09-27,2022-09-27,0,2022-09-01
d56d6071ac727f38fbd2917fc4d01e5e,SEDAPAL,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221006,08:00:00,20221006,16:00:00,LIMA,LIMA,CHACLACAYO,755,14,NA,2022-10-06,2022-10-07,24,2022-10-01
eda141664b53c3535f3399f02ee8d220,SEDAPAL,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221006,08:00:00,20221006,16:00:00,LIMA,LIMA,CHACLACAYO,755,14,NA,2022-10-06,2022-10-07,24,2022-10-01
7cfd778b2bee35db92c182d4ccf4386d,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220926,22:55:00,20220927,04:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,750,790,NA,2022-09-27,2022-09-27,0,2022-09-01
701e77e475028941282cc686b8d7f0f7,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220926,22:25:00,20220927,08:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,7724,11689,NA,2022-09-27,2022-09-27,0,2022-09-01
040e13d426b77c9250ad3ce7df464c1a,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220926,21:00:00,20220926,23:55:00,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,480,480,NA,2022-09-27,2022-09-27,0,2022-09-01
81eebb9500eb9f94a2070a9696dd0bb1,AGUA TUMBES,TUMBES,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20220929,08:00:00,20220929,20:00:00,TUMBES,TUMBES,CORRALES,1891,1891,NA,2022-09-29,2022-09-30,24,2022-09-01
7147f46120939817da24fd1263d05e3a,AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,OTROS,20220926,12:00:00,20220926,18:00:00,TUMBES,TUMBES,TUMBES,876,876,NA,2022-09-26,2022-09-27,24,2022-09-01
540614b958584493e64fa716cbdefb8c,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,OTROS,20220926,17:30:00,20220926,21:30:00,AREQUIPA,AREQUIPA,SOCABAYA,1107,1107,NA,2022-09-27,2022-09-27,0,2022-09-01
3c622b0edc66db19a1aa20471d21f807,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220926,18:10:00,20220926,23:55:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1102,1102,NA,2022-09-27,2022-09-27,0,2022-09-01
7a0ffa4a1818057215502a0b1ad933ee,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20220926,16:40:00,20220926,20:40:00,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,2200,2200,NA,2022-09-27,2022-09-27,0,2022-09-01
3e205c1f2d989e6a4f1700c1970bf6ef,EMAPA CAÑETE,EMAPA CAÑETE,PROGRAMADA,AGUA POTABLE,OTROS,20220926,03:00:00,20220927,12:00:00,LIMA,CAÑETE,IMPERIAL,6647,6647,0,2022-09-26,2022-09-27,24,2022-09-01
3e205c1f2d989e6a4f1700c1970bf6ef,EMAPA CAÑETE,EMAPA CAÑETE,PROGRAMADA,AGUA POTABLE,OTROS,20220926,03:00:00,20220927,12:00:00,LIMA,CAÑETE,NUEVO IMPERIAL,3452,3452,1,2022-09-26,2022-09-27,24,2022-09-01
37179d581c6708e0609f4a865adffb85,SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220926,14:35:00,20220926,15:55:00,AYACUCHO,HUAMANGA,AYACUCHO,4600,1,NA,2022-09-27,2022-09-27,0,2022-09-01
f45885f4e9d019136485f51e3c1db143,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220926,16:00:00,20220927,02:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,244,261,NA,2022-09-27,2022-09-27,0,2022-09-01
97187afd939af97400214d9d2871e125,EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20220926,14:00:00,20220926,16:00:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,157,158,NA,2022-09-27,2022-09-27,0,2022-09-01
15fb9a390fb6b72f6b69176489042057,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20220926,13:05:00,20220926,18:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,603,603,NA,2022-09-27,2022-09-27,0,2022-09-01
bc7c7daea788f7252d90abb42965550a,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220926,13:40:00,20220926,18:30:00,LIMA,LIMA,COMAS,2312,3397,NA,2022-09-27,2022-09-27,0,2022-09-01
ea59cf05da46b8e01128467bbab4bd96,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220926,10:30:00,20220926,20:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,5865,8824,NA,2022-09-26,2022-09-27,24,2022-09-01
cd05314b6cf73887785a606afa7d06cd,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20220926,12:45:00,20220926,23:55:00,LIMA,LIMA,MIRAFLORES,56015,96971,NA,2022-09-27,2022-09-27,0,2022-09-01
ed6f9c85d851a0e7d97b1006210c372b,SEDAPAL,VES,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,20221003,13:00:00,20221003,17:00:00,LIMA,LIMA,VILLA EL SALVADOR,1536,1892,NA,2022-10-04,2022-10-04,0,2022-10-01
eda38aa77ac9f771eb60ec6cef8bbeff,EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20220926,12:00:00,20220926,14:00:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,515,518,NA,2022-09-26,2022-09-27,24,2022-09-01
9c51af5e459b711640b8b5e368310dec,EPS GRAU,TALARA,IMPREVISTA,ALCANTARILLADO,OTROS,20220926,00:00:00,20220927,05:00:00,PIURA,TALARA,PARIÑAS,8304,0,NA,2022-09-26,2022-09-27,24,2022-09-01
69c2c6410f0607c945b9a4696c0448b5,SEDAPAL,VES,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,20221003,13:00:00,20221003,17:00:00,LIMA,LIMA,VILLA EL SALVADOR,2086,2508,NA,2022-10-04,2022-10-04,0,2022-10-01
a49f794217133422cda5363fd21d93f0,EMAPISCO,EMAPISCO,PROGRAMADA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,20220927,08:05:00,20220928,12:50:00,ICA,PISCO,PISCO,21456,100,1,2022-09-27,2022-09-29,48,2022-09-01
fb0d1ee1ef7e597c7139d164f33e5d56,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220926,09:10:00,20220926,20:00:00,LIMA,LIMA,VILLA EL SALVADOR,69677,97963,NA,2022-09-26,2022-09-27,24,2022-09-01
972571db7e2ace9643e9aafc58114d17,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20220926,10:00:00,20220926,19:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,2430,3552,NA,2022-09-26,2022-09-27,24,2022-09-01
3c410f12cb8f8250f4b8041010cd7d7d,EMAPA SAN MARTIN,SAN MARTIN,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20220925,16:00:00,20220926,10:30:00,SAN MARTIN,PICOTA,PICOTA,3000,100,1,2022-09-26,2022-09-26,0,2022-09-01
3c410f12cb8f8250f4b8041010cd7d7d,EMAPA SAN MARTIN,SAN MARTIN,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20220925,16:00:00,20220926,10:30:00,SAN MARTIN,PICOTA,CASPISAPA,1000,100,1,2022-09-26,2022-09-26,0,2022-09-01
89c8cfc7bee03531b33c02918b1bddb7,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,OTROS,20220926,07:00:00,20220926,10:30:00,LIMA,LIMA,PACHACAMAC,89,89,NA,2022-09-26,2022-09-26,0,2022-09-01
9c783c5272a3782812db83ea6866464c,EMAPA SAN MARTIN,SAN MARTIN,PROGRAMADA,AGUA POTABLE,OTROS,20220924,07:00:00,20220924,12:00:00,SAN MARTIN,PICOTA,CASPISAPA,1000,100,NA,2022-09-24,2022-09-24,0,2022-09-01
9c783c5272a3782812db83ea6866464c,EMAPA SAN MARTIN,SAN MARTIN,PROGRAMADA,AGUA POTABLE,OTROS,20220924,07:00:00,20220924,12:00:00,SAN MARTIN,PICOTA,PUCACACA,1000,100,NA,2022-09-24,2022-09-24,0,2022-09-01
9c783c5272a3782812db83ea6866464c,EMAPA SAN MARTIN,SAN MARTIN,PROGRAMADA,AGUA POTABLE,OTROS,20220924,07:00:00,20220924,12:00:00,SAN MARTIN,PICOTA,PICOTA,3000,100,NA,2022-09-24,2022-09-24,0,2022-09-01
bfcde360d49862b85778d126f3f8503c,SEDAPAL,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220926,10:00:00,20220926,17:00:00,LIMA,LIMA,SANTIAGO DE SURCO,2332,3942,NA,2022-09-26,2022-09-27,24,2022-09-01
e3e14d5d608042c61f3183300d2b3f7d,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,08:00:00,20221004,12:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,287,388,NA,2022-10-03,2022-10-04,24,2022-10-01
a107cbcf5855d50f4ff7d85e9858fbd6,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,08:00:00,20221004,12:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,287,388,NA,2022-10-03,2022-10-04,24,2022-10-01
6f392b828052824f20824431f395b92e,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,08:00:00,20221004,12:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,287,388,NA,2022-10-03,2022-10-04,24,2022-10-01
583d1c880f09e70ad804b53161f00588,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,08:00:00,20221004,12:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,287,388,NA,2022-10-03,2022-10-04,24,2022-10-01
7ec6c559b458111dd94b18588146fe67,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,08:00:00,20221004,12:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,287,388,NA,2022-10-03,2022-10-04,24,2022-10-01
64c36e5f571a3a00f36cf1f3ed24b037,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,08:00:00,20221004,12:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,287,388,NA,2022-10-03,2022-10-04,24,2022-10-01
20df048b99c702901d767fdd5d1a7174,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,08:00:00,20221004,12:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,287,388,NA,2022-10-03,2022-10-04,24,2022-10-01
f57a3eb37bb58d1dab7ae55d7cfc7c04,SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20221003,08:00:00,20221004,12:00:00,LA LIBERTAD,TRUJILLO,EL PORVENIR,287,388,2,2022-10-03,2022-10-04,24,2022-10-01
d80c0fa84d7f8b4fb1e4c87016051d52,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220926,09:00:00,20220926,12:00:00,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,295,295,NA,2022-09-26,2022-09-26,0,2022-09-01
5fb141f12339f806c653989a05d9d7bf,EPS SELVA CENTRAL,SELVA CENTRAL,IMPREVISTA,AGUA POTABLE,OTROS,20220926,07:00:00,20220926,17:00:00,JUNIN,CHANCHAMAYO,SAN RAMON,250,250,NA,2022-09-26,2022-09-27,24,2022-09-01
71d154a4108cf761d4f61edbda59c79e,EPS SELVA CENTRAL,SELVA CENTRAL,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,20220926,10:30:00,20220926,15:00:00,JUNIN,CHANCHAMAYO,CHANCHAMAYO,759,81,NA,2022-09-26,2022-09-27,24,2022-09-01
73a67a9349085e506078adb32d727ac6,EPS SEDALORETO,IQUITOS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,20220930,08:00:00,20220930,20:00:00,LORETO,MAYNAS,IQUITOS,31234,31234,NA,2022-09-30,2022-10-01,24,2022-09-01
6635c48057902b09db633860fcaa12dd,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220926,05:50:00,20220926,10:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,811,1086,NA,2022-09-26,2022-09-26,0,2022-09-01
d14d51b14179d5961cb164345a23b892,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220926,05:30:00,20220926,17:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1200,1567,NA,2022-09-26,2022-09-27,24,2022-09-01
fc1f2638ff8666195db46d3ddac21362,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220925,19:05:00,20220925,23:55:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1500,1500,NA,2022-09-26,2022-09-26,0,2022-09-01
2bb547469e3165efba77dd7495ae608e,SEDAPAL,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,20221004,10:00:00,20221004,21:00:00,LIMA,LIMA,LIMA,1246,1389,NA,2022-10-04,2022-10-05,24,2022-10-01
c9d402292504c9ac679fd5effba4042d,SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220925,12:45:00,20220926,05:00:00,LA LIBERTAD,TRUJILLO,SALAVERRY,1170,1526,NA,2022-09-26,2022-09-26,0,2022-09-01
c70706e4e836dd8abd8521e3d8168926,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20220925,09:00:00,20220925,18:00:00,AREQUIPA,AREQUIPA,SACHACA,1766,1766,0,2022-09-25,2022-09-26,24,2022-09-01
9ac08aff18c370d97f1dcdfa06a7c131,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,OTROS,20220925,11:55:00,20220925,19:00:00,LIMA,LIMA,COMAS,1629,2443,NA,2022-09-25,2022-09-26,24,2022-09-01
acf1f3e8b928de28f4e62fc757e11cd7,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220925,09:10:00,20220925,14:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1275,1275,NA,2022-09-25,2022-09-26,24,2022-09-01
e077d9315578deaaee94555a80487b92,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,OTROS,20220925,08:20:00,20220925,12:00:00,LIMA,LIMA,PACHACAMAC,921,1066,NA,2022-09-25,2022-09-25,0,2022-09-01
f853e9350b408beda85939a6f7252559,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220925,07:25:00,20220925,13:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,385,575,NA,2022-09-25,2022-09-26,24,2022-09-01
50b1422edb0aa2ddf242f09ac2f98002,EPS SELVA CENTRAL,SELVA CENTRAL,IMPREVISTA,AGUA POTABLE,OTROS,20220925,06:00:00,20220926,09:00:00,JUNIN,CHANCHAMAYO,SAN RAMON,250,250,1,2022-09-25,2022-09-26,24,2022-09-01
850623dfd5f35cb0abab98dab67f5372,SEDAPAL,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220925,07:10:00,20220925,14:00:00,LIMA,LIMA,LA MOLINA,2152,3202,NA,2022-09-25,2022-09-26,24,2022-09-01
424b3c4f676800385d703054676029f1,SEDAPAL,CALLAO,IMPREVISTA,AGUA POTABLE,MANTENIMIENTO DE REDES SECUNDARIAS,20220925,07:00:00,20220925,10:30:00,CALLAO,CALLAO,VENTANILLA,4100,1500,NA,2022-09-25,2022-09-25,0,2022-09-01
32a16647d368d48b2d977aacbcd94687,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220925,04:00:00,20220925,09:30:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,234,234,NA,2022-09-25,2022-09-25,0,2022-09-01
0155ca1ed550d5228116841a4ea5d462,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220924,18:00:00,20220925,04:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,850,850,NA,2022-09-25,2022-09-25,0,2022-09-01
14e1f838ebdf5eb3fbcba64f81122529,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220924,17:30:00,20220924,23:00:00,LIMA,LIMA,LIMA,44963,74269,NA,2022-09-25,2022-09-25,0,2022-09-01
14e1f838ebdf5eb3fbcba64f81122529,SEDAPAL,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220924,17:30:00,20220924,23:00:00,LIMA,LIMA,JESUS MARIA,12814,21048,NA,2022-09-25,2022-09-25,0,2022-09-01
e4a4bb919391cdf54c288c8d53c220b1,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220924,12:10:00,20220924,17:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,216,235,NA,2022-09-25,2022-09-25,0,2022-09-01
f4c656d9a5766fe95de1a4b4c619e107,SEDAPAL,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220924,12:00:00,20220924,17:00:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,328,372,NA,2022-09-24,2022-09-25,24,2022-09-01
be718eba701d2e4e5df9806bea075890,SEDAPAL,VES,IMPREVISTA,ALCANTARILLADO,PROBLEMAS EN COLECTORES,20220924,13:30:00,20220924,19:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,4078,4646,NA,2022-09-25,2022-09-25,0,2022-09-01
ca30a080e0ef71a86f10e059246169ea,EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20220925,05:00:00,20220925,11:30:00,MOQUEGUA,ILO,ILO,3084,0,NA,2022-09-25,2022-09-25,0,2022-09-01
ca30a080e0ef71a86f10e059246169ea,EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,20220925,05:00:00,20220925,11:30:00,MOQUEGUA,ILO,ILO,6123,0,NA,2022-09-25,2022-09-25,0,2022-09-01
2eb6ded4f64e9980aaefab3ea9c8c679,SEDAPAL,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,20220924,12:40:00,20220924,18:00:00,LIMA,LIMA,CARABAYLLO,1937,2696,NA,2022-09-25,2022-09-25,0,2022-09-01
7d6dd027a0605aa9ff71b4356ff5e841,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,20220924,12:00:00,20220924,20:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,7724,11689,NA,2022-09-24,2022-09-25,24,2022-09-01
136e014ecd403e8557f19c2fba887fd6,EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20220924,12:15:00,20220924,14:00:00,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,2300,2318,NA,2022-09-25,2022-09-25,0,2022-09-01
96dc91b36745f34e2aa44e42f877dca0,SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20220924,11:30:00,20220924,15:00:00,AREQUIPA,AREQUIPA,MIRAFLORES,2055,2055,NA,2022-09-24,2022-09-25,24,2022-09-01
5d316512fc7b57ba0161df1f6cdd4693,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,OTROS,20220924,10:30:00,20220924,14:00:00,LIMA,LIMA,PACHACAMAC,967,1471,NA,2022-09-24,2022-09-25,24,2022-09-01
701b78c2c326ca4f928dc57e9d1d9eb9,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20220924,11:10:00,20220924,21:00:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,3163,4619,NA,2022-09-24,2022-09-25,24,2022-09-01
756f553a32ec17ea97f7e974cb6b4700,SEDAPAL,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,20220924,10:40:00,20220924,20:00:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,144,222,NA,2022-09-24,2022-09-25,24,2022-09-01
